"Product name","Product description","Price","Category","Subcategory","Color","Size","Material","Tags","Product link","Image link","Brand / seller name"
"Handwoven Abaca / Bicol Bag with Beaded Handle – Natural Beige Striped Tote","Handwoven abaca/Bicol bag with beaded handle, natural beige striped tote.","PHP 2469.14","Filipiniana Attire","Bag","Beige","Standard","Abaca","Filipiniana, abaca bag, handwoven, tote","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Handmade Maroon Alpombra Slippers with Beaded Design – Traditional Filipino Footwear","Traditional handmade maroon alpombra slippers with beaded design.","PHP 1481.48","Filipiniana Attire","Footwear","Maroon","Standard","Fabric & Beads","Filipino footwear, alpombra slippers, traditional","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Filipiniana Handpainted Bolero – Cream / Beige Jusi Organza with Floral Detail for Weddings & Formal Events","Handpainted bolero in cream/beige jusi organza with floral detail, ideal for weddings and formal events.","PHP 3950.62","Filipiniana Attire","Bolero","Cream/Beige","Standard","Jusi Organza","Filipiniana, handpainted bolero, wedding, formal","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Christmas Lantern / Pasko Capiz Shell Parol Star Filipino Ornament - Design 7","Capiz shell parol star ornament, handmade Filipino Christmas lantern, cultural gift.","PHP 839.51","Pasko & Parols","Parol","White","Standard","Capiz Shell","Filipino Christmas lantern, parol, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Christmas Lantern / Pasko Capiz Shell Parol Star Filipino Ornament - Design 10","Capiz shell parol star ornament, handmade Filipino Christmas lantern, cultural gift.","PHP 839.51","Pasko & Parols","Parol","White","Standard","Capiz Shell","Filipino Christmas lantern, parol, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Christmas Lantern / Pasko Capiz Shell Parol Star Filipino Ornament - Design 3","Capiz shell parol star ornament, handmade Filipino Christmas lantern, cultural gift.","PHP 839.51","Pasko & Parols","Parol","White","Standard","Capiz Shell","Filipino Christmas lantern, parol, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Christmas Lantern / Pasko Capiz Shell Parol Star Filipino Ornament - Design 2","Capiz shell parol star ornament, handmade Filipino Christmas lantern, cultural gift.","PHP 839.51","Pasko & Parols","Parol","White","Standard","Capiz Shell","Filipino Christmas lantern, parol, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Christmas Lantern / Pasko Capiz Shell Parol Star Filipino Ornament - Design 8","Capiz shell parol star ornament, handmade Filipino Christmas lantern, cultural gift.","PHP 839.51","Pasko & Parols","Parol","White","Standard","Capiz Shell","Filipino Christmas lantern, parol, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Christmas Lantern / Pasko Capiz Shell Parol Star Filipino Ornament - Design 9","Capiz shell parol star ornament, handmade Filipino Christmas lantern, cultural gift.","PHP 839.51","Pasko & Parols","Parol","White","Standard","Capiz Shell","Filipino Christmas lantern, parol, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Christmas Lantern / Pasko Capiz Shell Parol Star Filipino Ornament - Design 4","Capiz shell parol star ornament, handmade Filipino Christmas lantern, cultural gift.","PHP 839.51","Pasko & Parols","Parol","White","Standard","Capiz Shell","Filipino Christmas lantern, parol, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Christmas Lantern / Pasko Capiz Shell Parol Star Filipino Ornament - Design 6","Capiz shell parol star ornament, handmade Filipino Christmas lantern, cultural gift.","PHP 839.51","Pasko & Parols","Parol","White","Standard","Capiz Shell","Filipino Christmas lantern, parol, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Capiz Angel Ornament – Handmade Filipino Christmas Tree Decoration","Handmade Capiz angel ornament, Filipino Christmas tree decoration.","PHP 839.51","Pasko & Parols","Ornament","White","Standard","Capiz Shell","Filipino Christmas ornament, angel, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Capiz Tree Ornament – Handmade Filipino Christmas Tree Decoration","Handmade Capiz tree ornament, Filipino Christmas tree decoration.","PHP 839.51","Pasko & Parols","Ornament","White","Standard","Capiz Shell","Filipino Christmas ornament, tree, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Capiz Star Ornament – Handmade Filipino Christmas Tree Decoration","Handmade Capiz star ornament, Filipino Christmas tree decoration.","PHP 839.51","Pasko & Parols","Ornament","White","Standard","Capiz Shell","Filipino Christmas ornament, star, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Capiz Snowman Ornament – Handmade Filipino Christmas Tree Decoration","Handmade Capiz snowman ornament, Filipino Christmas tree decoration.","PHP 839.51","Pasko & Parols","Ornament","White","Standard","Capiz Shell","Filipino Christmas ornament, snowman, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Capiz Mother & Child Ornament – Handmade Filipino Christmas Tree Decoration","Handmade Capiz mother & child ornament, Filipino Christmas tree decoration.","PHP 839.51","Pasko & Parols","Ornament","White","Standard","Capiz Shell","Filipino Christmas ornament, mother & child, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Capiz Bell Ornament – Handmade Filipino Christmas Tree Decoration","Handmade Capiz bell ornament, Filipino Christmas tree decoration.","PHP 839.51","Pasko & Parols","Ornament","White","Standard","Capiz Shell","Filipino Christmas ornament, bell, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Capiz Stocking Ornament – Handmade Filipino Christmas Tree Decoration","Handmade Capiz stocking ornament, Filipino Christmas tree decoration.","PHP 839.51","Pasko & Parols","Ornament","White","Standard","Capiz Shell","Filipino Christmas ornament, stocking, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Christmas Lantern / Pasko Capiz Shell Parol Star Filipino Ornament - Design 5","Capiz shell parol star ornament, handmade Filipino Christmas lantern, cultural gift.","PHP 839.51","Pasko & Parols","Parol","White","Standard","Capiz Shell","Filipino Christmas lantern, parol, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Christmas Lantern / Pasko Capiz Shell Parol Star Filipino Ornament - Design 1","Capiz shell parol star ornament, handmade Filipino Christmas lantern, cultural gift.","PHP 839.51","Pasko & Parols","Parol","White","Standard","Capiz Shell","Filipino Christmas lantern, parol, capiz shell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Ay Nako Distressed Baseball Cap: Baybayin Tagalog Filipino Hat","Distressed baseball cap embroidered with Baybayin script, Filipino pride accessory.","PHP 1543.21","Baybayin","Cap","Black","Standard","Cotton","Baybayin, Filipino hat, distressed cap","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Kaya Mo Yan Baybayin Sipper Glass: Filipino Pride Tumbler","Filipino pride sipper glass with Baybayin script 'Kaya Mo Yan'.","PHP 2172.84","Baybayin","Tumbler","Clear","Standard","Glass","Baybayin, Filipino pride, tumbler","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Ay Nako Distressed Baseball Cap: Baybayin Tagalog Filipino Hat","Distressed baseball cap embroidered with Baybayin script, Filipino pride accessory.","PHP 1543.21","Baybayin","Cap","Black","Standard","Cotton","Baybayin, Filipino hat, distressed cap","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Filipino Corn Snack and Potato Chips Bag Charm or Keychain – Snack-Inspired Accessory","Snack-inspired Filipino corn and potato chips bag charm or keychain.","PHP 370.37","Pinoy Keychains & Charms","Keychain","Multicolor","Mini","Resin & Metal","Filipino snack charm, keychain, bag accessory","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Filipino Potato Chips Bag Charm or Keychain – Snack-Inspired Accessory","Snack-inspired Filipino potato chips bag charm or keychain.","PHP 370.37","Pinoy Keychains & Charms","Keychain","Multicolor","Mini","Resin & Metal","Filipino snack charm, keychain, bag accessory","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Handmade Beaded Filipino Flag Keychain or Bag Charm – Philippines-Inspired Gift","Handmade beaded Filipino flag keychain or bag charm.","PHP 493.83","Pinoy Keychains & Charms","Keychain","Red/Blue/Yellow","Standard","Beads","Filipino flag, handmade keychain, bag charm","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Metal Jeepney and Philippine Flag Keychain or Bag Charm – Philippines-Inspired Gift","Metal jeepney and Philippine flag keychain or bag charm.","PHP 1111.11","Pinoy Keychains & Charms","Keychain","Silver/Multicolor","Standard","Metal","Jeepney charm, Philippine flag, Filipino souvenir","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Mini Filipino Cracker Nut Bag Charm or Keychain – Snack-Inspired Accessory","Snack-inspired Filipino cracker nut bag charm or keychain.","PHP 370.37","Pinoy Keychains & Charms","Keychain","Multicolor","Mini","Resin & Metal","Filipino snack charm, cracker nut, bag accessory","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Fried Chicken & Filipino Spaghetti Bag Charm or Keychain – Handmade Filipino Food Accessory","Handmade Filipino food-inspired fried chicken & spaghetti bag charm or keychain.","PHP 1172.84","Pinoy Keychains & Charms","Keychain","Multicolor","Mini","Resin & Metal","Filipino food charm, fried chicken, spaghetti","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Chicken Inasal Bag Charm or Keychain – Handmade Filipino Food Accessory","Handmade Filipino food-inspired chicken inasal bag charm or keychain.","PHP 1172.84","Pinoy Keychains & Charms","Keychain","Multicolor","Mini","Resin & Metal","Filipino food charm, chicken inasal, bag accessory","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Palabok Bag Charm or Keychain – Handmade Filipino Food Accessory","Handmade Filipino food-inspired palabok bag charm or keychain.","PHP 1172.84","Pinoy Keychains & Charms","Keychain","Multicolor","Mini","Resin & Metal","Filipino food charm, palabok, bag accessory","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Halo-Halo Bag Charm or Keychain – Handmade Filipino Dessert Accessory","Handmade Filipino dessert-inspired halo-halo bag charm or keychain.","PHP 1172.84","Pinoy Keychains & Charms","Keychain","Multicolor","Mini","Resin & Metal","Filipino dessert charm, halo-halo, bag accessory","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Metal Filipino / Pilipinas Flag Keychain or Bag Charm – Philippines-Inspired Gift","Metal Filipino/Pilipinas flag keychain or bag charm.","PHP 493.83","Pinoy Keychains & Charms","Keychain","Silver/Multicolor","Standard","Metal","Filipino flag, Pilipinas, keychain, bag charm","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","DiwataBeautyandCare"
"Filipino Tricycle Dog [Unframed] // Philippines Culture Art Illustration Print","Unframed illustration print featuring Filipino tricycle with dog, cultural art piece.","PHP 987.65","Prints","Art Print","Multicolor","Standard","Paper","Filipino culture, tricycle, dog illustration","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Filipino Tricycle Dog [Framed] // Philippines Culture Art Illustration Print","Framed illustration print featuring Filipino tricycle with dog, cultural art piece.","PHP 1851.85","Framed Prints","Art Print","Multicolor","Standard","Paper","Filipino culture, tricycle, dog illustration","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Bastos Short-Sleeve Unisex T-Shirt // Filipino/Tagalog Funny Frog Illustration","Unisex short-sleeve t-shirt featuring funny Filipino/Tagalog frog illustration 'Bastos'.","PHP 1234.57","Apparel","T-Shirt","White","Standard","Cotton","Filipino humor, frog illustration, Bastos shirt","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Terrace House Yama-chan T-Shirt // Ryota Yamasato Portrait Illustration","Unisex short-sleeve t-shirt featuring Ryota Yamasato portrait illustration, Terrace House inspired.","PHP 1234.57","Apparel","T-Shirt","White","Standard","Cotton","Terrace House, Ryota Yamasato, portrait illustration","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Bukaka Short-Sleeve Unisex T-Shirt // Filipino/Tagalog Funny Frog Illustration","Unisex short-sleeve t-shirt featuring funny Filipino/Tagalog frog illustration 'Bukaka'.","PHP 1234.57","Apparel","T-Shirt","White","Standard","Cotton","Filipino humor, frog illustration, Bukaka shirt","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Japanese Condensed Milk Can Illustration // Large Printed Tote Bag","Large printed tote bag featuring Japanese condensed milk can illustration.","PHP 1759.26","Apparel","Tote Bag","White","Large","Canvas","Japanese illustration, tote bag, condensed milk can","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Bad Dog Club Unisex Sweatshirt // Cone Dog Jack Russell Terrier","Unisex sweatshirt featuring cone dog Jack Russell Terrier illustration, 'Bad Dog Club'.","PHP 1543.21","Apparel","Sweatshirt","Gray","Standard","Cotton Blend","dog illustration, sweatshirt, Bad Dog Club","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Utot Short-Sleeve Unisex T-Shirt // Filipino/Tagalog Funny Frog Illustration","Unisex short-sleeve t-shirt featuring funny Filipino/Tagalog frog illustration 'Utot'.","PHP 1234.57","Apparel","T-Shirt","White","Standard","Cotton","Filipino humor, frog illustration, Utot shirt","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Bukaka Toddler Short Sleeve Tee // Filipino/Tagalog Funny Frog Illustration","Toddler short-sleeve tee featuring funny Filipino/Tagalog frog illustration 'Bukaka'.","PHP 1080.25","Apparel","Toddler Tee","White","Toddler","Cotton","Filipino humor, frog illustration, Bukaka toddler tee","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Bastos Toddler Short Sleeve Tee // Filipino/Tagalog Funny Frog Illustration","Toddler short-sleeve tee featuring funny Filipino/Tagalog frog illustration 'Bastos'.","PHP 1080.25","Apparel","Toddler Tee","White","Toddler","Cotton","Filipino humor, frog illustration, Bastos toddler tee","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Pearfectly Ripe - Juicy Pins - Funny Pear Fruit Acrylic Pin","Funny pear fruit acrylic pin, 'Pearfectly Ripe' design.","PHP 370.37","Pins","Pin","Green","Standard","Acrylic","pear pin, fruit, funny","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"A Pearfect Pair - Acrylic Pear Pin Set","Set of acrylic pear pins, 'A Pearfect Pair' design.","PHP 740.74","Pins","Pin Set","Green","Standard","Acrylic","pear pin set, fruit, funny","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Artist Painter Dog Acrylic Pin // Vincent Van Beau Art & Supply Co.","Acrylic pin featuring artist painter dog illustration, Vincent Van Beau design.","PHP 493.83","Pins","Pin","Multicolor","Standard","Acrylic","dog pin, artist, Vincent Van Beau","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Make Waves // Whale Die Cut Waterproof Vinyl Stickers","Waterproof vinyl die cut sticker featuring whale illustration, 'Make Waves' design.","PHP 185.19","Stickers","Sticker","Blue","Standard","Vinyl","whale sticker, waterproof, vinyl","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Japanese Condensed Milk Can Clear Sticker // Kawaii Illustration Transparent Vinyl","Clear sticker featuring Japanese condensed milk can illustration, kawaii style.","PHP 185.19","Stickers","Sticker","White","Standard","Vinyl","Japanese sticker, condensed milk, kawaii","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Childhood Meryenda - Asian Snacks Nostalgia Sticker Sheet","Sticker sheet featuring Asian snacks nostalgia design, 'Childhood Meryenda'.","PHP 493.83","Stickers","Sticker Sheet","Multicolor","Standard","Paper","Asian snacks, nostalgia, sticker sheet","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Terrace House Yama-chan Sticker // Ryota Yamasato Portrait Illustration","Sticker featuring Ryota Yamasato portrait illustration, Terrace House inspired.","PHP 246.91","Stickers","Sticker","Multicolor","Standard","Vinyl","Terrace House, Ryota Yamasato, portrait sticker","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Utot Mug // Filipino/Tagalog Frog Mug","Funny Filipino/Tagalog frog mug design 'Utot'.","PHP 802.47","Mugs","Mug","White","Standard","Ceramic","Filipino humor, frog mug, Utot","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Bukaka Mug // Filipino/Tagalog Frog Mug","Funny Filipino/Tagalog frog mug design 'Bukaka'.","PHP 802.47","Mugs","Mug","White","Standard","Ceramic","Filipino humor, frog mug, Bukaka","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Bad Dog Club Mug // Dog Lover Coffee Mug // Jack Russell Terrier","Coffee mug featuring Jack Russell Terrier illustration, 'Bad Dog Club' design.","PHP 925.93","Mugs","Mug","White","Standard","Ceramic","dog lover, coffee mug, Jack Russell","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Terrace House Yama-chan Mug // Ryota Yamasato Portrait Illustration","Coffee mug featuring Ryota Yamasato portrait illustration, Terrace House inspired.","PHP 802.47","Mugs","Mug","White","Standard","Ceramic","Terrace House, Ryota Yamasato, portrait mug","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Teka Muna // Filipino Tagalog Dad Hat","Dad hat featuring 'Teka Muna' Filipino Tagalog text design.","PHP 1543.21","Accessories","Hat","Black","Standard","Cotton","Filipino humor, Tagalog hat, dad cap","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Teka Muna Tote Bag // Filipino Tagalog Frog","Tote bag featuring 'Teka Muna' Filipino Tagalog frog illustration.","PHP 925.93","Accessories","Tote Bag","White","Standard","Canvas","Filipino humor, frog tote bag, Tagalog design","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","eatmashimaro"
"Ivory Sampaguita Bolero with Butterfly Sleeves","Ivory bolero with butterfly sleeves, embroidered Sampaguita floral detail.","PHP 7407.41","Clothing","Bolero","Ivory","Standard","Organza","Filipiniana, bolero, butterfly sleeves, Sampaguita","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Casual Black Barong Tagalog – Short Sleeve Filipino Men's Shirt","Modern short sleeve Barong Tagalog in black, casual formal wear.","PHP 6790.12","Clothing","Barong","Black","Short Sleeve","Organza Blend","Barong Tagalog, Filipino men's shirt, casual","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Black Leaf & Vine Bolero with Butterfly Sleeves","Black bolero with butterfly sleeves, embroidered leaf & vine detail.","PHP 7407.41","Clothing","Bolero","Black","Standard","Organza","Filipiniana, bolero, butterfly sleeves, embroidery","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Casual Barong Tagalog in Cream – Short Sleeve Filipino Men's Shirt","Modern short sleeve Barong Tagalog in cream, casual formal wear.","PHP 6790.12","Clothing","Barong","Cream","Short Sleeve","Organza Blend","Barong Tagalog, Filipino men's shirt, casual","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Black Sampaguita Bolero with Butterfly Sleeves","Black bolero with butterfly sleeves, embroidered Sampaguita floral detail.","PHP 7407.41","Clothing","Bolero","Black","Standard","Organza","Filipiniana, bolero, butterfly sleeves, Sampaguita","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Seafoam Filipiniana Sheer Bolero with Terno Sleeves","Seafoam sheer bolero with terno sleeves, lightweight Filipiniana attire.","PHP 5555.56","Clothing","Bolero","Seafoam","Standard","Organza","Filipiniana, bolero, terno sleeves, sheer","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Handwoven Tboli Malong – Standard Length","Handwoven Tboli malong, traditional Filipino attire.","PHP 8641.98","Clothing","Malong","Multicolor","Standard","Cotton Blend","Filipino attire, Tboli malong, handwoven","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Made-To-Order Silk Organza Barong Tagalog","Formal Barong Tagalog made-to-order in silk organza.","PHP 27777.78","Clothing","Barong","Cream","Long Sleeve","Silk Organza","Barong Tagalog, formal wear, silk organza","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Ube Filipiniana Sheer Bolero with Terno Sleeves","Ube sheer bolero with terno sleeves, lightweight Filipiniana attire.","PHP 7407.41","Clothing","Bolero","Ube","Standard","Organza","Filipiniana, bolero, terno sleeves, sheer","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Cream Flower & Vine Bolero with Butterfly Sleeves","Cream bolero with butterfly sleeves, embroidered flower & vine detail.","PHP 7407.41","Clothing","Bolero","Cream","Standard","Organza","Filipiniana, bolero, butterfly sleeves, embroidery","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Blue and White Binakol Jacket","Handwoven Binakol jacket in blue and white pattern.","PHP 13580.25","Clothing","Jacket","Blue/White","Standard","Cotton","Binakol jacket, handwoven, Filipino attire","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Yakan Headscarf","Traditional Yakan headscarf, handwoven textile.","PHP 7407.41","Clothing","Headscarf","Multicolor","Standard","Cotton","Yakan textile, headscarf, handwoven","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Baby Pink Filipiniana Sheer Bolero with Terno Sleeves","Baby pink sheer bolero with terno sleeves, lightweight Filipiniana attire.","PHP 5555.56","Clothing","Bolero","Pink","Standard","Organza","Filipiniana, bolero, terno sleeves, sheer","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Filipino Wrap Skirt – Handwoven Itneg Tapis","Handwoven Itneg tapis wrap skirt in navy & maroon stripes.","PHP 9876.54","Clothing","Skirt","Navy/Maroon","Standard","Cotton","Filipino attire, Itneg tapis, handwoven skirt","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Maroon Butterfly Sleeve Bolero","Maroon bolero with butterfly sleeves, embroidered modern Filipiniana.","PHP 7407.41","Clothing","Bolero","Maroon","Standard","Organza","Filipiniana, bolero, butterfly sleeves, embroidery","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Silky Malong – Blue","Silky malong in blue, modern Filipino attire.","PHP 4938.27","Clothing","Malong","Blue","Standard","Synthetic Blend","Filipino attire, malong, silky","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Silky Malong – Red","Silky malong in red, modern Filipino attire.","PHP 4938.27","Clothing","Malong","Red","Standard","Synthetic Blend","Filipino attire, malong, silky","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Embroidered Filipiniana Bolero in Cream","Cream bolero with butterfly sleeves, embroidered Filipiniana detail.","PHP 7407.41","Clothing","Bolero","Cream","Standard","Organza","Filipiniana, bolero, butterfly sleeves, embroidery","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Cream Butterfly Sleeve Bolero","Cream bolero with butterfly sleeves, embroidered Filipiniana detail.","PHP 7407.41","Clothing","Bolero","Cream","Standard","Organza","Filipiniana, bolero, butterfly sleeves, embroidery","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Filipino Navy Tapis Wrap/Blanket","Handwoven navy tapis wrap/blanket, versatile Filipino textile.","PHP 9876.54","Clothing","Tapis","Navy","Standard","Cotton","Filipino attire, tapis wrap, handwoven","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Handloomed Visayan Candy Sky Checkered Patadyong","Handloomed Visayan patadyong in candy sky checkered design.","PHP 7407.41","Clothing","Patadyong","Multicolor","Standard","Cotton","Filipino attire, patadyong, handloomed","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Rosal Jacquard Filipiniana Bolero","Rosal jacquard bolero, modern Filipiniana terno top.","PHP 11111.11","Clothing","Bolero","Rosal","Standard","Jacquard","Filipiniana, bolero, jacquard, terno","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Handwoven Binakol Cropped Bolero – Mocha","Handwoven Binakol cropped bolero in mocha color.","PHP 6790.12","Clothing","Bolero","Mocha","Standard","Cotton","Filipiniana, bolero, Binakol, handwoven","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Ifugao Lingling-o Necklace","Handmade necklace featuring traditional Ifugao Lingling-o design, symbol of fertility and luck.","PHP 1481.48","Jewelry","Necklace","Brass","Standard","Brass","Ifugao, Lingling-o, fertility, luck","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Philippine Sun Lingling-o Necklace","Brass necklace featuring Philippine Sun Lingling-o design, symbol of fertility and luck.","PHP 3703.70","Jewelry","Necklace","Brass","Standard","Brass","Philippine Sun, Lingling-o, fertility, luck","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Baroque Pearl Perla Vida Stack Earrings","Handmade earrings featuring baroque pearls, stack design.","PHP 3703.70","Jewelry","Earrings","Pearl","Stack","Gold/Pearl","baroque pearl, handmade earrings","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Lingling-o Earrings","Brass earrings featuring traditional Ifugao Lingling-o design.","PHP 1975.31","Jewelry","Earrings","Brass","Standard","Brass","Ifugao, Lingling-o, fertility, luck","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Peonia Earrings","Gold, pearl, and mother-of-pearl earrings with floral design.","PHP 3703.70","Jewelry","Earrings","Gold/Pearl","Standard","Mother-of-Pearl","floral earrings, handmade jewelry","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Palau Stud Earrings","Stud earrings inspired by Palau design.","PHP 3703.70","Jewelry","Earrings","Gold","Stud","Metal","Palau, stud earrings","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Lazo Threader Earrings","Gold, pearl, and mother-of-pearl threader earrings.","PHP 2777.78","Jewelry","Earrings","Gold/Pearl","Threader","Mother-of-Pearl","threader earrings, handmade jewelry","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Arrow Lingling-o Necklace","Brass necklace featuring arrow Lingling-o design.","PHP 2962.96","Jewelry","Necklace","Brass","Standard","Brass","Lingling-o, arrow design, fertility","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
