Product name,Product description,Category,Subcategory,Color,Size,Material,Tags,TEXT_CONTENT,TOKENS,TOKENS_FILTERED,TOKENS_LEMMATIZED,TAGS_LIST,TAGS_LIST_FINAL
Philippine Sun Lingling-o Necklace,"Brass necklace featuring Philippine Sun Lingling-o design, symbol of fertility and luck.",Jewelry,Necklace,Brass,STANDARD,Brass,"Philippine Sun, Lingling-o, fertility, luck","Philippine Sun Lingling-o Necklace Brass necklace featuring Philippine Sun Lingling-o design, symbol of fertility and luck. Brass STANDARD Brass","['Philippine', 'Sun', 'Lingling-o', 'Necklace', 'Brass', 'necklace', 'featuring', 'Philippine', 'Sun', 'Lingling-o', 'design', ',', 'symbol', 'of', 'fertility', 'and', 'luck', '.', 'Brass', 'STANDARD', 'Brass']","['Philippine', 'Sun', 'Lingling-o', 'Necklace', 'Brass', 'necklace', 'Philippine', 'Sun', 'Lingling-o', 'design', 'symbol', 'fertility', 'luck', 'Brass', 'STANDARD', 'Brass']","['Philippine', 'Sun', 'Lingling-o', 'Necklace', 'Brass', 'necklace', 'Philippine', 'Sun', 'Lingling-o', 'design', 'symbol', 'fertility', 'luck', 'Brass', 'STANDARD', 'Brass']","['Philippine Sun', 'Lingling-o', 'fertility', 'luck']","['Philippine Sun', 'Lingling-o', 'fertility', 'luck']"
Ifugao Lingling-o Necklace,"Handmade necklace featuring traditional Ifugao Lingling-o design, symbol of fertility and luck.",Jewelry,Necklace,Brass,STANDARD,Brass,"Ifugao, Lingling-o, fertility, luck","Ifugao Lingling-o Necklace Handmade necklace featuring traditional Ifugao Lingling-o design, symbol of fertility and luck. Brass STANDARD Brass","['Ifugao', 'Lingling-o', 'Necklace', 'Handmade', 'necklace', 'featuring', 'traditional', 'Ifugao', 'Lingling-o', 'design', ',', 'symbol', 'of', 'fertility', 'and', 'luck', '.', 'Brass', 'STANDARD', 'Brass']","['Ifugao', 'Lingling-o', 'Necklace', 'Handmade', 'necklace', 'traditional', 'Ifugao', 'Lingling-o', 'design', 'symbol', 'fertility', 'luck', 'Brass', 'STANDARD', 'Brass']","['Ifugao', 'Lingling-o', 'Necklace', 'Handmade', 'necklace', 'traditional', 'Ifugao', 'Lingling-o', 'design', 'symbol', 'fertility', 'luck', 'Brass', 'STANDARD', 'Brass']","['Ifugao', 'Lingling-o', 'fertility', 'luck']","['Ifugao', 'Lingling-o', 'fertility', 'luck']"
Philippine Sun Lingling-o Necklace,"Brass necklace featuring Philippine Sun Lingling-o design, symbol of fertility and luck.",Jewelry,Necklace,Brass,STANDARD,Brass,"Philippine Sun, Lingling-o, fertility, luck","Philippine Sun Lingling-o Necklace Brass necklace featuring Philippine Sun Lingling-o design, symbol of fertility and luck. Brass STANDARD Brass","['Philippine', 'Sun', 'Lingling-o', 'Necklace', 'Brass', 'necklace', 'featuring', 'Philippine', 'Sun', 'Lingling-o', 'design', ',', 'symbol', 'of', 'fertility', 'and', 'luck', '.', 'Brass', 'STANDARD', 'Brass']","['Philippine', 'Sun', 'Lingling-o', 'Necklace', 'Brass', 'necklace', 'Philippine', 'Sun', 'Lingling-o', 'design', 'symbol', 'fertility', 'luck', 'Brass', 'STANDARD', 'Brass']","['Philippine', 'Sun', 'Lingling-o', 'Necklace', 'Brass', 'necklace', 'Philippine', 'Sun', 'Lingling-o', 'design', 'symbol', 'fertility', 'luck', 'Brass', 'STANDARD', 'Brass']","['Philippine Sun', 'Lingling-o', 'fertility', 'luck']","['Philippine Sun', 'Lingling-o', 'fertility', 'luck']"
Ifugao Lingling-o Necklace,"Handmade necklace featuring traditional Ifugao Lingling-o design, symbol of fertility and luck.",Jewelry,Necklace,Brass,STANDARD,Brass,"Ifugao, Lingling-o, fertility, luck","Ifugao Lingling-o necklace Handmade necklace featuring traditional Ifugao Lingling-o design, symbol of fertility and luck. Brass STANDARD Brass","['Ifugao', 'Lingling-o', 'Necklace', 'Handmade', 'necklace', 'featuring', 'traditional', 'Ifugao', 'Lingling-o', 'design', ',', 'symbol', 'of', 'fertility', 'and', 'luck', '.', 'Brass', 'STANDARD', 'Brass']","['Ifugao', 'Lingling-o', 'Necklace', 'Handmade', 'necklace', 'traditional', 'Ifugao', 'Lingling-o', 'design', 'symbol', 'fertility', 'luck', 'Brass', 'STANDARD', 'Brass']","['Ifugao', 'Lingling-o', 'Necklace', 'Handmade', 'necklace', 'traditional', 'Ifugao', 'Lingling-o', 'design', 'symbol', 'fertility', 'luck', 'Brass', 'STANDARD', 'Brass']","['Ifugao', 'Lingling-o', 'fertility', 'luck']","['Ifugao', 'Lingling-o', 'fertility', 'luck']"
Philippine Sun Lingling-o Necklace,"Brass necklace featuring Philippine Sun Lingling-o design, symbol of fertility and luck.",Jewelry,Necklace,Brass,STANDARD,Brass,"Philippine Sun, Lingling-o, fertility, luck","Filipino Sun Lingling-o Necklace Brass necklace featuring Philippine Sun Lingling-o design, symbol of fertility and luck. Brass STANDARD Brass","['Philippine', 'Sun', 'Lingling-o', 'Necklace', 'Brass', 'necklace', 'featuring', 'Philippine', 'Sun', 'Lingling-o', 'design', ',', 'symbol', 'of', 'fertility', 'and', 'luck', '.', 'Brass', 'STANDARD', 'Brass']","['Philippine', 'Sun', 'Lingling-o', 'Necklace', 'Brass', 'necklace', 'Philippine', 'Sun', 'Lingling-o', 'design', 'symbol', 'fertility', 'luck', 'Brass', 'STANDARD', 'Brass']","['Philippine', 'Sun', 'Lingling-o', 'Necklace', 'Brass', 'necklace', 'Philippine', 'Sun', 'Lingling-o', 'design', 'symbol', 'fertility', 'luck', 'Brass', 'STANDARD', 'Brass']","['Philippine Sun', 'Lingling-o', 'fertility', 'luck']","['Philippine Sun', 'Lingling-o', 'fertility', 'luck']"
Philippines Tagalog Funny Magnets,"Magnets featuring humorous Tagalog phrases, celebrating Filipino humor.",Decor,Magnet,Multicolor,SMALL,Resin,"magnet, funny, Tagalog, Filipino","Philippines Tagalog Funny Magnets Magnets featuring humorous Tagalog phrases, celebrating Filipino humor. Multicolor SMALL Resin","['Philippines', 'Tagalog', 'Funny', 'Magnets', 'Magnets', 'featuring', 'humorous', 'Tagalog', 'phrases', ',', 'celebrating', 'Filipino', 'humor', '.', 'Multicolor', 'SMALL', 'Resin']","['Philippines', 'Tagalog', 'Funny', 'Magnets', 'Magnets', 'humorous', 'Tagalog', 'phrases', 'celebrating', 'Filipino', 'humor', 'Multicolor', 'SMALL', 'Resin']","['Philippines', 'Tagalog', 'Funny', 'Magnets', 'Magnets', 'humorous', 'Tagalog', 'phrase', 'celebrating', 'Filipino', 'humor', 'Multicolor', 'SMALL', 'Resin']","['magnet', 'funny', 'Tagalog', 'Filipino']","['magnet', 'funny', 'Tagalog', 'Filipino']"
Philippines Tagalog Funny Magnets,"Magnets featuring humorous Tagalog phrases, celebrating Filipino humor.",Decor,Magnet,Multicolor,SMALL,Resin,"magnet, funny, Tagalog, Filipino","Philippines Tagalog Funny Magnets Magnets featuring humorous Tagalog phrases, celebrating Filipino humor. Multicolor SMALL Resin","['Philippines', 'Tagalog', 'Funny', 'Magnets', 'Magnets', 'featuring', 'humorous', 'Tagalog', 'phrases', ',', 'celebrating', 'Filipino', 'humor', '.', 'Multicolor', 'SMALL', 'Resin']","['Philippines', 'Tagalog', 'Funny', 'Magnets', 'Magnets', 'humorous', 'Tagalog', 'phrases', 'celebrating', 'Filipino', 'humor', 'Multicolor', 'SMALL', 'Resin']","['Philippines', 'Tagalog', 'Funny', 'Magnets', 'Magnets', 'humorous', 'Tagalog', 'phrase', 'celebrating', 'Filipino', 'humor', 'Multicolor', 'SMALL', 'Resin']","['magnet', 'funny', 'Tagalog', 'Filipino']","['magnet', 'funny', 'Tagalog', 'Filipino']"
Palabok Noodles Magnet,Handmade magnet featuring palabok noodles design.,Magnets,Food Magnet,Orange,SMALL,Resin,"magnet, palabok, Filipino food",Palabok Noodles attraction Handmade magnet featuring palabok noodles design. Orange SMALL Resin,"['Palabok', 'Noodles', 'Magnet', 'Handmade', 'magnet', 'featuring', 'palabok', 'noodles', 'design', '.', 'Orange', 'SMALL', 'Resin']","['Palabok', 'Noodles', 'Magnet', 'Handmade', 'magnet', 'palabok', 'noodles', 'design', 'Orange', 'SMALL', 'Resin']","['Palabok', 'Noodles', 'Magnet', 'Handmade', 'magnet', 'palabok', 'noodle', 'design', 'Orange', 'SMALL', 'Resin']","['magnet', 'palabok', 'Filipino food']","['magnet', 'palabok', 'Filipino food']"
Palabok Noodles Filipino Food Magnet,"Handmade magnet featuring palabok noodles design, perfect for Filipino food lovers.",Decor,Magnet,Orange,SMALL,Resin,"magnet, palabok, Filipino food","Palabok Noodles Filipino Food Magnet Handmade magnet featuring palabok noodles design, perfect for Filipino food lovers. Orange SMALL Resin","['Palabok', 'Noodles', 'Filipino', 'Food', 'Magnet', 'Handmade', 'magnet', 'featuring', 'palabok', 'noodles', 'design', ',', 'perfect', 'for', 'Filipino', 'food', 'lovers', '.', 'Orange', 'SMALL', 'Resin']","['Palabok', 'Noodles', 'Filipino', 'Food', 'Magnet', 'Handmade', 'magnet', 'palabok', 'noodles', 'design', 'Filipino', 'food', 'lovers', 'Orange', 'SMALL', 'Resin']","['Palabok', 'Noodles', 'Filipino', 'Food', 'Magnet', 'Handmade', 'magnet', 'palabok', 'noodle', 'design', 'Filipino', 'food', 'lover', 'Orange', 'SMALL', 'Resin']","['magnet', 'palabok', 'Filipino food']","['magnet', 'palabok', 'Filipino food']"
Palabok Noodles Filipino Food Magnet,"Handmade magnet featuring palabok noodles design, perfect for Filipino food lovers.",Decor,Magnet,Orange,SMALL,Resin,"magnet, palabok, Filipino food","Palabok Noodles Filipino Food Magnet Handmade magnet featuring palabok noodles design, perfect for Filipino food lovers. Orange SMALL Resin","['Palabok', 'Noodles', 'Filipino', 'Food', 'Magnet', 'Handmade', 'magnet', 'featuring', 'palabok', 'noodles', 'design', ',', 'perfect', 'for', 'Filipino', 'food', 'lovers', '.', 'Orange', 'SMALL', 'Resin']","['Palabok', 'Noodles', 'Filipino', 'Food', 'Magnet', 'Handmade', 'magnet', 'palabok', 'noodles', 'design', 'Filipino', 'food', 'lovers', 'Orange', 'SMALL', 'Resin']","['Palabok', 'Noodles', 'Filipino', 'Food', 'Magnet', 'Handmade', 'magnet', 'palabok', 'noodle', 'design', 'Filipino', 'food', 'lover', 'Orange', 'SMALL', 'Resin']","['magnet', 'palabok', 'Filipino food']","['magnet', 'palabok', 'Filipino food']"
Philippines Tagalog Funny Magnets,"Magnets featuring humorous Tagalog phrases, celebrating Filipino humor.",Decor,Magnet,Multicolor,SMALL,Resin,"magnet, funny, Tagalog, Filipino","Philippines Tagalog Funny Magnets Magnets featuring humorous Tagalog phrases, celebrating Filipino humor. Multicolor SMALL Resin","['Philippines', 'Tagalog', 'Funny', 'Magnets', 'Magnets', 'featuring', 'humorous', 'Tagalog', 'phrases', ',', 'celebrating', 'Filipino', 'humor', '.', 'Multicolor', 'SMALL', 'Resin']","['Philippines', 'Tagalog', 'Funny', 'Magnets', 'Magnets', 'humorous', 'Tagalog', 'phrases', 'celebrating', 'Filipino', 'humor', 'Multicolor', 'SMALL', 'Resin']","['Philippines', 'Tagalog', 'Funny', 'Magnets', 'Magnets', 'humorous', 'Tagalog', 'phrase', 'celebrating', 'Filipino', 'humor', 'Multicolor', 'SMALL', 'Resin']","['magnet', 'funny', 'Tagalog', 'Filipino']","['magnet', 'funny', 'Tagalog', 'Filipino']"
Palabok Noodles Magnet,Handmade magnet featuring palabok noodles design.,Magnets,Food Magnet,Orange,SMALL,Resin,"magnet, palabok, Filipino food",Palabok Noodles Magnet Handmade magnet featuring palabok noodles design. Orange small-scale Resin,"['Palabok', 'Noodles', 'Magnet', 'Handmade', 'magnet', 'featuring', 'palabok', 'noodles', 'design', '.', 'Orange', 'SMALL', 'Resin']","['Palabok', 'Noodles', 'Magnet', 'Handmade', 'magnet', 'palabok', 'noodles', 'design', 'Orange', 'SMALL', 'Resin']","['Palabok', 'Noodles', 'Magnet', 'Handmade', 'magnet', 'palabok', 'noodle', 'design', 'Orange', 'SMALL', 'Resin']","['magnet', 'palabok', 'Filipino food']","['magnet', 'palabok', 'Filipino food']"
Silky Malong - Blue,"Silky malong in blue, modern Filipino attire.",Clothing,Malong,Blue,STANDARD,Synthetic Blend,"Filipino attire, malong, silky","Silky Malong - Blue Silky malong in blue, modern Filipino attire. Blue STANDARD Synthetic Blend","['Silky', 'Malong', '-', 'Blue', 'Silky', 'malong', 'in', 'blue', ',', 'modern', 'Filipino', 'attire', '.', 'Blue', 'STANDARD', 'Synthetic', 'Blend']","['Silky', 'Malong', 'Blue', 'Silky', 'malong', 'blue', 'modern', 'Filipino', 'attire', 'Blue', 'STANDARD', 'Synthetic', 'Blend']","['Silky', 'Malong', 'Blue', 'Silky', 'malong', 'blue', 'modern', 'Filipino', 'attire', 'Blue', 'STANDARD', 'Synthetic', 'Blend']","['Filipino attire', 'malong', 'silky']","['Filipino attire', 'malong', 'silky']"
Traditional Red Malong Handwoven Textile Wrap,"A handwoven red malong textile, versatile as a wrap, skirt, or blanket, showcasing Philippine weaving heritage.",Accessories,Textile Wrap,Red,UNSPECIFIED,Handwoven Textile,"malong, textile, Filipino, handwoven","Traditional Red Malong Handwoven Textile Wrap A handwoven red malong textile, versatile as a wrap, skirt, or blanket, showcasing Philippine thread heritage. Red UNSPECIFIED Handwoven Textile","['Traditional', 'Red', 'Malong', 'Handwoven', 'Textile', 'Wrap', 'A', 'handwoven', 'red', 'malong', 'textile', ',', 'versatile', 'as', 'a', 'wrap', ',', 'skirt', ',', 'or', 'blanket', ',', 'showcasing', 'Philippine', 'weaving', 'heritage', '.', 'Red', 'UNSPECIFIED', 'Handwoven', 'Textile']","['Traditional', 'Red', 'Malong', 'Handwoven', 'Textile', 'Wrap', 'handwoven', 'red', 'malong', 'textile', 'wrap', 'skirt', 'blanket', 'showcasing', 'Philippine', 'weaving', 'heritage', 'Red', 'UNSPECIFIED', 'Handwoven', 'Textile']","['Traditional', 'Red', 'Malong', 'Handwoven', 'Textile', 'Wrap', 'handwoven', 'red', 'malong', 'textile', 'wrap', 'skirt', 'blanket', 'showcasing', 'Philippine', 'weaving', 'heritage', 'Red', 'UNSPECIFIED', 'Handwoven', 'Textile']","['malong', 'textile', 'Filipino', 'handwoven']","['malong', 'Filipino', 'handwoven']"
Traditional Red Malong Handwoven Textile Wrap,"A handwoven red malong textile, versatile as a wrap, skirt, or blanket, showcasing Philippine weaving heritage.",Accessories,Textile Wrap,Red,UNSPECIFIED,Handwoven Textile,"malong, textile, Filipino, handwoven","Traditional Red Malong Handwoven Textile Wrap A handwoven red malong textile, versatile as a wrap, skirt, or blanket, showcasing Philippine weaving heritage. Red UNSPECIFIED Handwoven Textile","['Traditional', 'Red', 'Malong', 'Handwoven', 'Textile', 'Wrap', 'A', 'handwoven', 'red', 'malong', 'textile', ',', 'versatile', 'as', 'a', 'wrap', ',', 'skirt', ',', 'or', 'blanket', ',', 'showcasing', 'Philippine', 'weaving', 'heritage', '.', 'Red', 'UNSPECIFIED', 'Handwoven', 'Textile']","['Traditional', 'Red', 'Malong', 'Handwoven', 'Textile', 'Wrap', 'handwoven', 'red', 'malong', 'textile', 'wrap', 'skirt', 'blanket', 'showcasing', 'Philippine', 'weaving', 'heritage', 'Red', 'UNSPECIFIED', 'Handwoven', 'Textile']","['Traditional', 'Red', 'Malong', 'Handwoven', 'Textile', 'Wrap', 'handwoven', 'red', 'malong', 'textile', 'wrap', 'skirt', 'blanket', 'showcasing', 'Philippine', 'weaving', 'heritage', 'Red', 'UNSPECIFIED', 'Handwoven', 'Textile']","['malong', 'textile', 'Filipino', 'handwoven']","['malong', 'Filipino', 'handwoven']"
Traditional Red Malong Handwoven Textile Wrap,"A handwoven red malong textile, versatile as a wrap, skirt, or blanket, showcasing Philippine weaving heritage.",Accessories,Textile Wrap,Red,UNSPECIFIED,Handwoven Textile,"malong, textile, Filipino, handwoven","Traditional ruby Malong Handwoven Textile Wrap A handwoven red malong textile, versatile as a wrap, skirt, or blanket, showcasing Philippine weaving heritage. Red UNSPECIFIED Handwoven Textile","['Traditional', 'Red', 'Malong', 'Handwoven', 'Textile', 'Wrap', 'A', 'handwoven', 'red', 'malong', 'textile', ',', 'versatile', 'as', 'a', 'wrap', ',', 'skirt', ',', 'or', 'blanket', ',', 'showcasing', 'Philippine', 'weaving', 'heritage', '.', 'Red', 'UNSPECIFIED', 'Handwoven', 'Textile']","['Traditional', 'Red', 'Malong', 'Handwoven', 'Textile', 'Wrap', 'handwoven', 'red', 'malong', 'textile', 'wrap', 'skirt', 'blanket', 'showcasing', 'Philippine', 'weaving', 'heritage', 'Red', 'UNSPECIFIED', 'Handwoven', 'Textile']","['Traditional', 'Red', 'Malong', 'Handwoven', 'Textile', 'Wrap', 'handwoven', 'red', 'malong', 'textile', 'wrap', 'skirt', 'blanket', 'showcasing', 'Philippine', 'weaving', 'heritage', 'Red', 'UNSPECIFIED', 'Handwoven', 'Textile']","['malong', 'textile', 'Filipino', 'handwoven']","['malong', 'Filipino', 'handwoven']"
Silky Malong - Blue,"Silky malong in blue, modern Filipino attire.",Clothing,Malong,Blue,STANDARD,Synthetic Blend,"Filipino attire, malong, silky","silklike Malong - Blue Silky malong in blue, modern Filipino attire. Blue STANDARD Synthetic Blend","['Silky', 'Malong', '-', 'Blue', 'Silky', 'malong', 'in', 'blue', ',', 'modern', 'Filipino', 'attire', '.', 'Blue', 'STANDARD', 'Synthetic', 'Blend']","['Silky', 'Malong', 'Blue', 'Silky', 'malong', 'blue', 'modern', 'Filipino', 'attire', 'Blue', 'STANDARD', 'Synthetic', 'Blend']","['Silky', 'Malong', 'Blue', 'Silky', 'malong', 'blue', 'modern', 'Filipino', 'attire', 'Blue', 'STANDARD', 'Synthetic', 'Blend']","['Filipino attire', 'malong', 'silky']","['Filipino attire', 'malong', 'silky']"
Silky Malong - Blue,"Silky malong in blue, modern Filipino attire.",Clothing,Malong,Blue,STANDARD,Synthetic Blend,"Filipino attire, malong, silky","Silky Malong - Blue Silky malong in blue, advanced Filipino attire. Blue STANDARD Synthetic Blend","['Silky', 'Malong', '-', 'Blue', 'Silky', 'malong', 'in', 'blue', ',', 'modern', 'Filipino', 'attire', '.', 'Blue', 'STANDARD', 'Synthetic', 'Blend']","['Silky', 'Malong', 'Blue', 'Silky', 'malong', 'blue', 'modern', 'Filipino', 'attire', 'Blue', 'STANDARD', 'Synthetic', 'Blend']","['Silky', 'Malong', 'Blue', 'Silky', 'malong', 'blue', 'modern', 'Filipino', 'attire', 'Blue', 'STANDARD', 'Synthetic', 'Blend']","['Filipino attire', 'malong', 'silky']","['Filipino attire', 'malong', 'silky']"
Traditional Red Malong Handwoven Textile Wrap,"A handwoven red malong textile, versatile as a wrap, skirt, or blanket, showcasing Philippine weaving heritage.",Accessories,Textile Wrap,Red,UNSPECIFIED,Handwoven Textile,"malong, textile, Filipino, handwoven","Traditional Red Malong Handwoven Textile Wrap A handwoven red malong textile, versatile as a wrap, skirt, or blanket, showcasing Philippine weaving heritage. Red UNSPECIFIED Handwoven Textile","['Traditional', 'Red', 'Malong', 'Handwoven', 'Textile', 'Wrap', 'A', 'handwoven', 'red', 'malong', 'textile', ',', 'versatile', 'as', 'a', 'wrap', ',', 'skirt', ',', 'or', 'blanket', ',', 'showcasing', 'Philippine', 'weaving', 'heritage', '.', 'Red', 'UNSPECIFIED', 'Handwoven', 'Textile']","['Traditional', 'Red', 'Malong', 'Handwoven', 'Textile', 'Wrap', 'handwoven', 'red', 'malong', 'textile', 'wrap', 'skirt', 'blanket', 'showcasing', 'Philippine', 'weaving', 'heritage', 'Red', 'UNSPECIFIED', 'Handwoven', 'Textile']","['Traditional', 'Red', 'Malong', 'Handwoven', 'Textile', 'Wrap', 'handwoven', 'red', 'malong', 'textile', 'wrap', 'skirt', 'blanket', 'showcasing', 'Philippine', 'weaving', 'heritage', 'Red', 'UNSPECIFIED', 'Handwoven', 'Textile']","['malong', 'textile', 'Filipino', 'handwoven']","['malong', 'Filipino', 'handwoven']"
Love Philippines Flag and Map Canvas Tote Bag,Philippine map and flag souvenir fabric bag.,POD,Tote Bag,Multicolor,STANDARD,Fabric,"map and flag, Filipino tote bag",Love Philippines Flag and Map Canvas Tote pocket Philippine map and flag souvenir fabric bag. Multicolor STANDARD Fabric,"['Love', 'Philippines', 'Flag', 'and', 'Map', 'Canvas', 'Tote', 'Bag', 'Philippine', 'map', 'and', 'flag', 'souvenir', 'fabric', 'bag', '.', 'Multicolor', 'STANDARD', 'Fabric']","['Love', 'Philippines', 'Flag', 'Map', 'Canvas', 'Tote', 'Bag', 'Philippine', 'map', 'flag', 'souvenir', 'fabric', 'bag', 'Multicolor', 'STANDARD', 'Fabric']","['Love', 'Philippines', 'Flag', 'Map', 'Canvas', 'Tote', 'Bag', 'Philippine', 'map', 'flag', 'souvenir', 'fabric', 'bag', 'Multicolor', 'STANDARD', 'Fabric']","['map and flag', 'Filipino tote bag']","['map and flag', 'Filipino tote bag']"
Love Philippines Flag and Map Ceramic Coffee Mug,Philippine map and flag design coffee mug.,POD,Mug,White,STANDARD,Ceramic,"map and flag, Filipino mug",Love Philippines Flag and Map Ceramic Coffee Mug Philippine map and flag design chocolate mug. White STANDARD Ceramic,"['Love', 'Philippines', 'Flag', 'and', 'Map', 'Ceramic', 'Coffee', 'Mug', 'Philippine', 'map', 'and', 'flag', 'design', 'coffee', 'mug', '.', 'White', 'STANDARD', 'Ceramic']","['Love', 'Philippines', 'Flag', 'Map', 'Ceramic', 'Coffee', 'Mug', 'Philippine', 'map', 'flag', 'design', 'coffee', 'mug', 'White', 'STANDARD', 'Ceramic']","['Love', 'Philippines', 'Flag', 'Map', 'Ceramic', 'Coffee', 'Mug', 'Philippine', 'map', 'flag', 'design', 'coffee', 'mug', 'White', 'STANDARD', 'Ceramic']","['map and flag', 'Filipino mug']","['map and flag', 'Filipino mug']"
Love Philippines Flag and Map Canvas Tote Bag,Philippine map and flag souvenir fabric bag.,POD,Tote Bag,Multicolor,STANDARD,Fabric,"map and flag, Filipino tote bag",fuck Philippines Flag and Map Canvas Tote Bag Philippine map and flag souvenir fabric bag. Multicolor STANDARD Fabric,"['Love', 'Philippines', 'Flag', 'and', 'Map', 'Canvas', 'Tote', 'Bag', 'Philippine', 'map', 'and', 'flag', 'souvenir', 'fabric', 'bag', '.', 'Multicolor', 'STANDARD', 'Fabric']","['Love', 'Philippines', 'Flag', 'Map', 'Canvas', 'Tote', 'Bag', 'Philippine', 'map', 'flag', 'souvenir', 'fabric', 'bag', 'Multicolor', 'STANDARD', 'Fabric']","['Love', 'Philippines', 'Flag', 'Map', 'Canvas', 'Tote', 'Bag', 'Philippine', 'map', 'flag', 'souvenir', 'fabric', 'bag', 'Multicolor', 'STANDARD', 'Fabric']","['map and flag', 'Filipino tote bag']","['map and flag', 'Filipino tote bag']"
Love Philippines Flag and Map Ceramic Coffee Mug,Philippine map and flag design coffee mug.,POD,Mug,White,STANDARD,Ceramic,"map and flag, Filipino mug",Love Philippines Flag and Map Ceramic Coffee Mug Philippine map and flag design coffee mug. White STANDARD Ceramic,"['Love', 'Philippines', 'Flag', 'and', 'Map', 'Ceramic', 'Coffee', 'Mug', 'Philippine', 'map', 'and', 'flag', 'design', 'coffee', 'mug', '.', 'White', 'STANDARD', 'Ceramic']","['Love', 'Philippines', 'Flag', 'Map', 'Ceramic', 'Coffee', 'Mug', 'Philippine', 'map', 'flag', 'design', 'coffee', 'mug', 'White', 'STANDARD', 'Ceramic']","['Love', 'Philippines', 'Flag', 'Map', 'Ceramic', 'Coffee', 'Mug', 'Philippine', 'map', 'flag', 'design', 'coffee', 'mug', 'White', 'STANDARD', 'Ceramic']","['map and flag', 'Filipino mug']","['map and flag', 'Filipino mug']"
Love Philippines Flag and Map Canvas Tote Bag,Philippine map and flag souvenir fabric bag.,POD,Tote Bag,Multicolor,STANDARD,Fabric,"map and flag, Filipino tote bag",Love Philippines Flag and represent Canvas Tote Bag Philippine map and flag souvenir fabric bag. Multicolor STANDARD Fabric,"['Love', 'Philippines', 'Flag', 'and', 'Map', 'Canvas', 'Tote', 'Bag', 'Philippine', 'map', 'and', 'flag', 'souvenir', 'fabric', 'bag', '.', 'Multicolor', 'STANDARD', 'Fabric']","['Love', 'Philippines', 'Flag', 'Map', 'Canvas', 'Tote', 'Bag', 'Philippine', 'map', 'flag', 'souvenir', 'fabric', 'bag', 'Multicolor', 'STANDARD', 'Fabric']","['Love', 'Philippines', 'Flag', 'Map', 'Canvas', 'Tote', 'Bag', 'Philippine', 'map', 'flag', 'souvenir', 'fabric', 'bag', 'Multicolor', 'STANDARD', 'Fabric']","['map and flag', 'Filipino tote bag']","['map and flag', 'Filipino tote bag']"
Love Philippines Flag and Map Ceramic Coffee Mug,Philippine map and flag design coffee mug.,POD,Mug,White,STANDARD,Ceramic,"map and flag, Filipino mug",bonk Philippines Flag and Map Ceramic Coffee Mug Philippine map and flag design coffee mug. White STANDARD Ceramic,"['Love', 'Philippines', 'Flag', 'and', 'Map', 'Ceramic', 'Coffee', 'Mug', 'Philippine', 'map', 'and', 'flag', 'design', 'coffee', 'mug', '.', 'White', 'STANDARD', 'Ceramic']","['Love', 'Philippines', 'Flag', 'Map', 'Ceramic', 'Coffee', 'Mug', 'Philippine', 'map', 'flag', 'design', 'coffee', 'mug', 'White', 'STANDARD', 'Ceramic']","['Love', 'Philippines', 'Flag', 'Map', 'Ceramic', 'Coffee', 'Mug', 'Philippine', 'map', 'flag', 'design', 'coffee', 'mug', 'White', 'STANDARD', 'Ceramic']","['map and flag', 'Filipino mug']","['map and flag', 'Filipino mug']"
Love Philippines Flag and Map Canvas Tote Bag,Philippine map and flag souvenir fabric bag.,POD,Tote Bag,Multicolor,STANDARD,Fabric,"map and flag, Filipino tote bag",Love Philippines sag and Map Canvas Tote Bag Philippine map and flag souvenir fabric bag. Multicolor STANDARD Fabric,"['Love', 'Philippines', 'Flag', 'and', 'Map', 'Canvas', 'Tote', 'Bag', 'Philippine', 'map', 'and', 'flag', 'souvenir', 'fabric', 'bag', '.', 'Multicolor', 'STANDARD', 'Fabric']","['Love', 'Philippines', 'Flag', 'Map', 'Canvas', 'Tote', 'Bag', 'Philippine', 'map', 'flag', 'souvenir', 'fabric', 'bag', 'Multicolor', 'STANDARD', 'Fabric']","['Love', 'Philippines', 'Flag', 'Map', 'Canvas', 'Tote', 'Bag', 'Philippine', 'map', 'flag', 'souvenir', 'fabric', 'bag', 'Multicolor', 'STANDARD', 'Fabric']","['map and flag', 'Filipino tote bag']","['map and flag', 'Filipino tote bag']"
Love Philippines Flag and Map Ceramic Coffee Mug,Philippine map and flag design coffee mug.,POD,Mug,White,STANDARD,Ceramic,"map and flag, Filipino mug",Love Philippines Flag and Map Ceramic Coffee Mug Philippine mapping and flag design coffee mug. White STANDARD Ceramic,"['Love', 'Philippines', 'Flag', 'and', 'Map', 'Ceramic', 'Coffee', 'Mug', 'Philippine', 'map', 'and', 'flag', 'design', 'coffee', 'mug', '.', 'White', 'STANDARD', 'Ceramic']","['Love', 'Philippines', 'Flag', 'Map', 'Ceramic', 'Coffee', 'Mug', 'Philippine', 'map', 'flag', 'design', 'coffee', 'mug', 'White', 'STANDARD', 'Ceramic']","['Love', 'Philippines', 'Flag', 'Map', 'Ceramic', 'Coffee', 'Mug', 'Philippine', 'map', 'flag', 'design', 'coffee', 'mug', 'White', 'STANDARD', 'Ceramic']","['map and flag', 'Filipino mug']","['map and flag', 'Filipino mug']"
